Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Pinterest,635,United States,https://pinterest.com,,,North America,Mature,Software & IT Services,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,crunchbase,https://www.crunchbase.com/organization/pinterest,2024-05-16,92,-1.723113487819371,55.4,38,8144,22,11,1,4,17,166,40,15.740740740740742,48.8,24,82,0,0,16,0,0,0,0,0,0,0,0,0,6,30,0,2,0,7,0,0,9,0,0,5,0,0,4,0,0,361,1723,San Francisco,California,https://parat.eto.tech/company/635-pinterest
Tyler Technologies,3093,United States,https://www.tylertech.com/,S&P 500,,North America,Mature,Software & IT Services,Tyler Technologies is a software company providing integrated software and technology services to the public sector.,crunchbase,https:// https://www.crunchbase.com/organization/tyler-technologies,2024-05-16,0,,0.0,0,0,0,0,0,0,0,7,1,,50.0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1721,Plano,Texas,https://parat.eto.tech/company/3093-tyler-technologies
Intercontinental Exchange,2368,United States,https://www.ice.com/,S&P 500,,North America,Mature,Banking & Investment Services,Intercontinental Exchange is an operator of regulated exchanges and clearing houses serving the risk management needs of global markets.,crunchbase,https://www.crunchbase.com/organization/intercontinentalexchange,2024-05-16,3,,18.8,0,27,0,0,0,1,0,16,1,,6.2,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,272,1687,Atlanta,Georgia,https://parat.eto.tech/company/2368-intercontinental-exchange
Fair Isaac,6957,United States,https://www.fico.com/,S&P 500,,North America,Mature,Unknown,"FICO (legal name: Fair Isaac Corporation), originally Fair, Isaac and Company, is a data analytics company based in Bozeman, Montana, focused on credit scoring services. It was founded by Bill Fair and Earl Isaac in 1956. Its FICO score, a measure of consumer credit risk, has become a fixture of consumer lending in the United States.",wikipedia,https://en.wikipedia.org/wiki/FICO,2024-06-04,9,-33.333333333333336,15.5,1,66,0,1,0,0,0,58,60,19.70899470899471,61.2,35,98,0,16,15,2,0,0,0,0,0,2,0,0,0,31,0,7,0,7,0,0,5,0,1,12,1,0,9,0,0,168,1687,Bozeman,Montana,https://parat.eto.tech/company/6957-fair-isaac
Agilent Technologies,313,United States,http://www.agilent.com,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Agilent Technologies, Inc. is a global company headquartered in Santa Clara, California, that provides instruments, software, services, and consumables for laboratories. Agilent was established in 1999 as a spin-off from Hewlett-Packard. The resulting IPO of Agilent stock was the largest in the history of Silicon Valley at the time. From 1999 to 2014, the company produced optics (LED, laser), semiconductors, EDA software and test and measurement equipment for electronics; that division was spun off to form Keysight. Since then, the company has continued to expand into pharmaceutical, diagnostics & clinical, and academia & government (research) markets.",wikipedia,https://en.wikipedia.org/wiki/Agilent_Technologies,2024-05-24,33,11.111111111111112,1.7,0,1003,15,0,2,0,0,1910,13,400.0,2.2,5,602,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,1,5,1,0,0,0,7,0,0,0,88,1673,Santa Clara,California,https://parat.eto.tech/company/313-agilent-technologies
Marsh & Mclennan,2406,United States,https://www.marshmclennan.com/,S&P 500,,North America,Mature,Insurance,Marsh & McLennan Companies is a global professional services firm providing advice and solutions in the areas of risk.,crunchbase,https://www.crunchbase.com/organization/marsh-mclennan-companies-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1645,New York,New York,https://parat.eto.tech/company/2406-marsh-mclennan
Merck,1492,United States,http://www.merck.com,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,Merck is a biopharmaceutical company that offers medicines and vaccines for various diseases.,crunchbase,https://www.crunchbase.com/organization/merck-co-inc,2024-05-16,223,23.830409356725145,1.1,2,9720,49,24,3,3,6,20280,55,233.33333333333334,1.2,13,4408,5,0,10,1,0,0,0,0,8,25,0,0,0,15,0,2,1,5,0,8,11,6,0,1,0,6,10,0,0,445,1626,Township,New Jersey,https://parat.eto.tech/company/1492-merck
Cummins,2277,United States,http://www.cummins.com/,S&P 500,,North America,Mature,Automobiles & Auto Parts,"Cummins develops, sells, and services diesel and natural gas engines, power generation systems, and engine-related component products.",crunchbase,https://www.crunchbase.com/organization/cummins,2024-05-16,27,66.66666666666667,3.7,0,240,1,0,1,1,0,721,38,36.111111111111114,1.5,10,2589,0,7,4,0,0,0,10,0,0,2,0,0,0,6,10,0,0,0,23,1,0,28,0,0,0,8,4,0,0,244,1612,Columbus,Indiana,https://parat.eto.tech/company/2277-cummins
Twitter,734,United States,http://www.twitter.com/,,,North America,Mature,Software & IT Services,X is a social networking platform that allows its users to send and read microblogs.,crunchbase,https://www.crunchbase.com/organization/twitter,2024-05-16,123,-26.803751803751805,42.9,50,23106,24,30,0,10,19,287,50,-20.238095238095237,23.4,37,214,0,1,9,0,0,0,0,0,0,1,0,0,10,27,0,1,0,27,0,0,17,0,0,6,0,0,3,0,0,210,1592,San Francisco,California,https://parat.eto.tech/company/734-twitter
Becton Dickinson,2231,United States,http://www.bd.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,BD is a global medical technology company that is advancing the world of health by improving medical discovery.,crunchbase,https://www.crunchbase.com/organization/becton-dickinson,2024-05-16,6,-100.0,0.9,0,47,2,0,2,0,0,704,110,17.777777777777775,2.4,27,4566,0,5,7,0,0,0,0,0,6,98,0,0,0,17,1,3,0,2,0,38,24,1,0,2,0,20,6,0,0,153,1585,Franklin Lakes,New Jersey,https://parat.eto.tech/company/2231-becton-dickinson
Hartford Financial Services,2347,United States,https://www.thehartford.com/,S&P 500,,North America,Mature,Insurance,"The Hartford is an industry leading provider of property and casualty insurance, group benefits and mutual funds.",crunchbase,https://www.crunchbase.com/organization/the-hartford,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1581,Hartford,Connecticut,https://parat.eto.tech/company/2347-hartford-financial-services
Didi Chuxing,76,China,https://www.didiglobal.com/,,,Asia,Mature,Transportation,"Didi is a mobility technology platform that offers ride hailing, taxi hailing, food delivery, and financial services.",crunchbase,https://www.crunchbase.com/organization/didi-dache,2024-05-16,317,-9.993228522640287,66.3,88,11859,108,31,16,13,33,478,546,56.1112132540704,15.5,304,3522,0,23,197,9,0,1,2,1,5,5,0,0,1,250,0,10,0,65,93,6,61,51,1,10,2,65,137,0,53,556,1567,Beijing,Beijing ,https://parat.eto.tech/company/76-didi-chuxing
Starbucks,2496,United States,https://www.starbucks.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Starbucks is an international restaurant chain that retails handcrafted coffee, tea, and fresh food items.",crunchbase,https://www.crunchbase.com/organization/starbucks,2024-05-16,3,,7.5,0,29,0,1,0,0,0,40,9,,4.0,6,225,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,0,4,0,0,185,1555,Seattle,Washington,https://parat.eto.tech/company/2496-starbucks
HCA Healthcare,1963,United States,https://hcahealthcare.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"HCA Healthcare is a healthcare network that provides surgery centers, freestanding ERs, urgent care centers, and physician clinics services.",crunchbase,https:// https://www.crunchbase.com/organization/hca-midamerica-division,2024-05-16,20,77.77777777777779,1.0,0,392,3,0,10,0,0,2011,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1548,Nashville,Tennessee,https://parat.eto.tech/company/1963-hca-healthcare
Sony,1132,Japan,http://www.sony.net/,,,Asia,Mature,Technology Equipment,"Sony develops and manufactures audio, video, communications, and information technology products for the consumer and professional markets.",crunchbase,https://www.crunchbase.com/organization/sony,2024-05-16,682,21.59780939289675,28.8,102,23056,165,89,129,38,86,2368,1860,52.17763887488658,7.1,685,26103,10,25,91,1,0,18,12,391,77,156,0,0,7,666,8,65,4,560,97,182,652,130,5,39,4,142,53,1,180,118,1543,Tokyo,Kantō,https://parat.eto.tech/company/1132-sony
Elsevier,436,Netherlands,http://www.elsevier.com,,,Europe,Mature,Cyclical Consumer Services,"Elsevier is a world-leading provider of information solutions that enhance the performance of science, health, and technology.",crunchbase,https://www.crunchbase.com/organization/elsevier,2024-05-16,121,-21.111111111111107,5.2,19,1657,2,61,2,4,12,2322,28,44.047619047619044,23.7,19,118,0,3,1,0,0,0,0,0,0,0,0,0,0,21,0,3,0,3,0,3,8,2,0,3,1,3,0,0,0,213,1537,Amsterdam,Noord-Holland,https://parat.eto.tech/company/436-elsevier
Stryker,2499,United States,https://www.stryker.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Stryker is a medical technology company that offers products and services in orthopaedics.,crunchbase,https://www.crunchbase.com/organization/stryker,2024-05-16,87,56.34920634920635,13.9,0,1173,10,1,73,0,1,626,89,88.8888888888889,4.1,18,2166,0,0,3,0,0,3,3,0,1,77,0,0,0,12,2,1,0,8,2,15,54,4,0,0,0,4,3,1,1,180,1523,Kalamazoo,Michigan,https://parat.eto.tech/company/2499-stryker
Citadel,384,United States,http://www.citadel.com/,,Citadel Securities,North America,Mature,Banking & Investment Services,"Citadel is one of the world's leading alternative investment firms,pursuing long-term returns for preeminent public and private institutions",crunchbase,https://www.crunchbase.com/organization/citadel,2024-05-16,43,-22.857142857142858,3.7,9,1202,7,9,4,0,5,1161,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,1513,Chicago,Illinois,https://parat.eto.tech/company/384-citadel
Duke Energy,2294,United States,https://www.duke-energy.com/,S&P 500,,North America,Mature,Utilities,Duke Energy makes life better for every day by providing electric and gas services in a sustainable way.,crunchbase,https://www.crunchbase.com/organization/duke-energy-corporation,2024-05-16,6,16.666666666666668,3.7,0,109,1,0,1,0,0,163,2,,7.4,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,189,1510,Charlotte,North Carolina,https://parat.eto.tech/company/2294-duke-energy
T. Rowe Price Group,2502,United States,https://www.troweprice.com/,S&P 500,,North America,Mature,Banking & Investment Services,T. Rowe Price is an investment management firm that focuses on funding technology startups.,crunchbase,https://www.crunchbase.com/organization/t-rowe-price,2024-05-16,0,,0.0,0,0,0,0,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1510,Baltimore,Maryland,https://parat.eto.tech/company/2502-t-rowe-price-group
KLA-Tencor,1707,United States,https://www.kla.com/,S&P 500,,North America,Mature,Technology Equipment,KLA Tencor is a distributor of process control and yield management solutions that offers learning and knowledge services for its users.,crunchbase,https://www.crunchbase.com/organization/kla-tencor,2024-05-16,25,35.55555555555556,4.4,3,306,9,2,1,2,0,563,227,4.413702239789196,13.4,133,1689,0,0,1,0,0,0,0,0,8,1,0,0,0,99,15,0,109,18,0,22,142,13,0,6,0,114,1,0,0,91,1503,Milpitas,California,https://parat.eto.tech/company/1707-kla-tencor
Macy's,2176,United States,https://www.macys.com/,,,North America,Mature,Retailers,"Macy’s is an omnichannel retailer of beauty, fashion, home decor, and more products.",crunchbase,https://www.crunchbase.com/organization/macys,2024-05-16,1,,20.0,0,1,0,0,0,0,0,5,1,-100.0,100.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1491,New York,New York,https://parat.eto.tech/company/2176-macys
Western Union,2540,United States,https://corporate.westernunion.com/,,,North America,Mature,Industrial & Commercial Services,"Western Union provides consumers and businesses with fast, reliable and convenient ways to send and receive money around the world.",crunchbase,https://www.crunchbase.com/organization/western-union,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,1,-100.0,11.1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171,1474,Denver,Colorado,https://parat.eto.tech/company/2540-western-union
Dropbox,423,United States,http://www.dropbox.com,,,North America,Mature,Software & IT Services,"Dropbox is a smart workspace company that provides secure file sharing, collaboration, and storage solutions.",crunchbase,https://www.crunchbase.com/organization/dropbox,2024-05-16,2,,5.9,1,37,2,1,0,0,1,34,77,111.1111111111111,15.8,39,486,0,0,8,0,0,4,0,0,0,0,0,0,0,67,0,3,0,28,0,6,6,0,0,8,2,0,6,0,6,158,1472,San Francisco,California,https://parat.eto.tech/company/423-dropbox
Seagate Technology,2485,United States,https://www.seagate.com/,S&P 500,,North America,Mature,Technology Equipment,"Seagate is a data storage and hardware company that offers hard disk drives (HDDs), solid-state drives (SSDs), and other storage solutions.",crunchbase,https://www.crunchbase.com/organization/seagate,2024-05-16,33,454.76190476190476,6.8,1,290,9,0,0,0,1,482,38,14.126984126984127,2.2,29,1762,0,0,0,0,0,0,1,0,0,3,0,0,0,27,2,6,1,7,1,2,6,1,0,1,0,6,0,0,0,107,1472,Cupertino,California,https://parat.eto.tech/company/2485-seagate-technology
Lyft,557,United States,http://lyft.com,,,North America,Mature,Software & IT Services,"Lyft designs, markets, and operates a mobile application that matches drivers with passengers who request rides.",crunchbase,https://www.crunchbase.com/organization/lyft,2024-05-16,42,161.11111111111111,44.7,9,4296,14,2,8,1,0,94,107,35.009258387471355,20.9,64,511,0,13,38,2,0,0,0,0,0,1,0,0,0,31,2,0,0,32,60,5,20,51,1,7,0,33,34,0,1,286,1468,San Francisco,California,https://parat.eto.tech/company/557-lyft
Synchrony Financial,2501,United States,https://www.synchronyfinancial.com/,S&P 500,,North America,Mature,Banking & Investment Services,Synchrony is a consumer financial services company.,crunchbase,https://www.crunchbase.com/organization/synchrony-financial,2024-05-16,1,-100.0,20.0,0,97,0,0,0,0,0,5,3,,21.4,1,14,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,1460,Stamford,Connecticut,https://parat.eto.tech/company/2501-synchrony-financial
Zillow,780,United States,http://www.zillow.com,,,North America,Mature,Real Estate,"Zillow is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.",crunchbase,https://www.crunchbase.com/organization/zillow,2024-05-16,50,14.880952380952381,50.5,12,1670,26,0,0,2,1,99,15,-100.0,48.4,5,31,0,0,6,0,0,0,0,0,0,0,0,0,0,11,2,0,0,6,5,3,12,2,0,0,0,5,3,0,0,229,1459,Seattle,Washington,https://parat.eto.tech/company/780-zillow
Fifth Third Bancorp,2319,United States,https://www.53.com/,S&P 500,,North America,Mature,Banking & Investment Services,"Fifth Third Bancorp is a diversified financial services company, that specializes in small business, retail banking, investments.",crunchbase,https://www.crunchbase.com/organization/fifth-third-bancorp,2024-05-16,4,-100.0,25.0,0,481,0,0,0,1,0,16,1,,20.0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,1453,Cincinnati,Ohio,https://parat.eto.tech/company/2319-fifth-third-bancorp
Paycom,2452,United States,http://www.paycom.com/,S&P 500,,North America,Mature,Software & IT Services,"Paycom specializes in Human Capital Management, providing software that simplifies things and reduces costs.",crunchbase,https://www.crunchbase.com/organization/paycom,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1442,Oklahoma,Oklahoma,https://parat.eto.tech/company/2452-paycom
M&T Bank,2402,United States,https://www3.mtb.com/,S&P 500,,North America,Mature,Banking & Investment Services,"M&T Bank provides banking, investment, insurance, and mortgage financial services.",crunchbase,https://www.crunchbase.com/organization/m-t-bank,2024-05-16,0,,0.0,0,0,0,0,0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1437,Buffalo,New York,https://parat.eto.tech/company/2402-m-t-bank
Philip Morris International,2118,United States,https://www.pmi.com/,S&P 500,,North America,Mature,Food & Beverages,Philip Morris International is a tobacco company that sells and manufactures cigarettes.,crunchbase,https:// https://www.crunchbase.com/organization/philip-morris-international,2024-05-16,9,16.666666666666668,1.5,0,106,0,4,0,0,0,605,4,,0.1,0,2706,4,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,359,1404,New York,New York,https://parat.eto.tech/company/2118-philip-morris-international
Coca-Cola,2096,United States,https://www.coca-colacompany.com/,S&P 500,,North America,Mature,Food & Beverages,"The Coca-Cola Company distributes coke, diet coke, and other soft drinks.",crunchbase,https:// https://www.crunchbase.com/organization/the-coca-cola-company,2024-05-16,5,-50.0,2.6,0,126,0,0,2,1,0,189,1,-100.0,0.2,1,417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322,1392,Atlanta,Georgia,https://parat.eto.tech/company/2096-coca-cola
Coupang,400,South Korea,http://www.coupang.com/,,,Asia,Mature,Software & IT Services,"Coupang sells apparel, electronics, and footwear products.",crunchbase,https://www.crunchbase.com/organization/coupang,2024-05-16,15,137.5,46.9,8,95,6,2,0,1,4,32,122,5.882352941176471,6.9,81,1776,0,9,105,0,0,0,0,0,1,4,0,0,1,74,0,4,0,17,1,5,7,0,0,3,0,1,56,0,5,216,1392,Seoul,Seoul-T'ukpyolsi,https://parat.eto.tech/company/400-coupang
Align Technology,2201,United States,http://www.aligntech.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Align Technology, Inc. designs, manufactures, and markets the invisalign system for treating malocclusion or the misalignment of teeth.",crunchbase,https://www.crunchbase.com/organization/align-technology,2024-05-16,6,-100.0,11.1,0,107,3,0,0,0,0,54,85,21.666666666666668,14.7,37,580,0,0,0,0,0,1,0,0,11,75,0,0,0,15,0,0,0,9,0,20,71,4,0,0,0,5,0,0,0,130,1358,San Jose,California,https://parat.eto.tech/company/2201-align-technology
Assurant,2222,United States,https://www.assurant.com/,S&P 500,,North America,Mature,Insurance,Assurant provides protection products and related services to safeguard companies against risks.,crunchbase,https://www.crunchbase.com/organization/assurant,2024-05-16,0,,0,0,0,0,0,0,0,0,0,18,33.333333333333336,35.3,9,51,0,2,9,0,0,0,0,0,0,0,0,0,0,15,0,4,0,8,0,4,5,1,0,0,0,0,6,0,0,252,1354,New York,New York,https://parat.eto.tech/company/2222-assurant
Verisk Analytics,2528,United States,https://www.verisk.com/,S&P 500,,North America,Mature,Unknown,Verisk Analytics enables risk-bearing businesses for better understand and manage their risks.,crunchbase,https://www.crunchbase.com/organization/verisk-analytics,2024-05-16,30,-15.555555555555557,27.3,14,3558,16,5,0,3,3,110,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,1353,Jersey City,New Jersey,https://parat.eto.tech/company/2528-verisk-analytics
